ProductName,Category,StorageCondition,DaysUntilExpiration,DaysSinceOpened,IsOpened,IsSensitive,Quantity,PreviousWasteCount,PreviousSharedCount,Season,RiskScore,RiskLabel
Ayran,Süt Ürünleri,Oda Sıcaklığı,-1,6,True,True,0.3,4,3,Yaz,100,Critical
Sucuk,Et Ürünleri,Oda Sıcaklığı,20,0,False,True,2.59,2,2,Kış,41,Medium
Havuç,Sebze,Oda Sıcaklığı,16,0,False,False,0.31,3,1,İlkbahar,14,Low
Mercimek,Kuru Gıda,Buzdolabı,16,0,False,False,0.79,4,1,Yaz,14,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,1,0,False,True,0.87,0,2,Sonbahar,64,High
Poğaça,Fırın Ürünü,Oda Sıcaklığı,3,1,True,True,4.92,5,5,İlkbahar,88,Critical
Tavuk,Et Ürünleri,Oda Sıcaklığı,0,10,True,True,3.33,5,0,Kış,100,Critical
Meyve Suyu,İçecek,Dondurucu,2,0,False,True,1.06,1,3,Yaz,44,Medium
Kabak,Sebze,Oda Sıcaklığı,4,0,False,True,4.85,4,1,Sonbahar,72,High
Krema,Süt Ürünleri,Buzdolabı,5,3,True,True,3.09,1,4,İlkbahar,60,High
Brokoli,Sebze,Dondurucu,-1,3,True,True,0.63,0,0,İlkbahar,76,High
Bulgur,Kuru Gıda,Oda Sıcaklığı,106,1,True,False,4.27,3,2,Sonbahar,32,Medium
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,-1,10,True,True,3.77,2,4,Kış,100,Critical
Domates,Sebze,Dondurucu,2,0,False,True,2.16,6,5,Kış,52,Medium
Pirinç,Kuru Gıda,Buzdolabı,114,2,True,False,0.47,6,0,Sonbahar,44,Medium
Etli Yemek,Pişmiş Yemek,Buzdolabı,2,0,False,True,4.12,0,0,İlkbahar,46,Medium
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,-1,0,False,True,1.01,3,1,İlkbahar,88,Critical
Yoğurt,Süt Ürünleri,Dondurucu,-2,2,True,True,1.92,1,5,Kış,62,High
Ayran,Süt Ürünleri,Oda Sıcaklığı,0,6,True,True,4.74,5,0,Kış,100,Critical
Krema,Süt Ürünleri,Buzdolabı,3,9,True,True,0.85,2,1,Yaz,87,Critical
Soğan,Sebze,Buzdolabı,2,0,False,False,0.91,3,2,Kış,39,Medium
Sucuk,Et Ürünleri,Buzdolabı,7,0,False,True,1.17,3,1,Yaz,41,Medium
Ekmek,Fırın Ürünü,Oda Sıcaklığı,2,0,False,False,3.13,0,0,İlkbahar,35,Medium
Krema,Süt Ürünleri,Dondurucu,0,0,False,True,4.2,1,1,Kış,50,Medium
Üzüm,Meyve,Oda Sıcaklığı,0,2,True,True,3.71,3,2,İlkbahar,100,Critical
Tavuk,Et Ürünleri,Dondurucu,2,6,True,True,1.3,5,3,Kış,89,Critical
Portakal,Meyve,Buzdolabı,11,5,True,False,2.43,2,5,Kış,35,Medium
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,-1,5,True,True,0.85,3,0,İlkbahar,100,Critical
Üzüm,Meyve,Oda Sıcaklığı,2,0,False,True,3.76,2,0,Sonbahar,76,High
Soğan,Sebze,Oda Sıcaklığı,14,8,True,False,2.84,5,3,İlkbahar,55,Medium
Soğan,Sebze,Buzdolabı,5,7,True,False,4.44,6,2,Kış,78,High
Tost Ekmeği,Fırın Ürünü,Dondurucu,2,0,False,False,3.2,4,2,Yaz,35,Medium
Salam,Et Ürünleri,Buzdolabı,-2,10,True,True,3.78,0,2,Sonbahar,89,Critical
Zeytin,Kahvaltılık,Oda Sıcaklığı,-2,10,True,False,4.02,0,5,Yaz,72,High
Ispanak,Sebze,Oda Sıcaklığı,1,0,False,True,1.55,1,4,Yaz,72,High
Peynir,Süt Ürünleri,Dondurucu,17,0,False,True,3.22,1,1,Sonbahar,9,Low
Reçel,Kahvaltılık,Buzdolabı,50,0,False,False,3.82,5,1,İlkbahar,18,Low
Ispanak,Sebze,Dondurucu,3,0,False,True,1.12,6,0,İlkbahar,52,Medium
Nohut,Kuru Gıda,Buzdolabı,70,4,True,False,1.08,4,4,Kış,36,Medium
Meyve Suyu,İçecek,Dondurucu,-2,2,True,True,1.57,1,3,Sonbahar,66,High
Marul,Sebze,Dondurucu,5,1,True,True,0.6,0,1,Sonbahar,46,Medium
Tavuk,Et Ürünleri,Dondurucu,0,7,True,True,2.05,6,3,Sonbahar,100,Critical
Şeker,Kuru Gıda,Oda Sıcaklığı,311,0,False,False,4.46,3,0,İlkbahar,16,Low
Tavuk,Et Ürünleri,Buzdolabı,-1,0,False,True,3.08,5,1,İlkbahar,74,High
Ayran,Süt Ürünleri,Buzdolabı,5,2,True,True,3.92,6,3,İlkbahar,74,High
Zeytin,Kahvaltılık,Dondurucu,46,0,False,False,4.31,2,1,Kış,0,Low
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,-3,0,False,True,2.02,4,1,Kış,70,High
Peynir,Süt Ürünleri,Dondurucu,15,0,False,True,2.52,0,4,Yaz,7,Low
Ayran,Süt Ürünleri,Buzdolabı,5,0,False,True,4.68,1,5,Kış,30,Medium
Yoğurt,Süt Ürünleri,Dondurucu,6,0,False,True,2.79,4,3,Yaz,33,Medium
Sucuk,Et Ürünleri,Buzdolabı,18,0,False,True,2.93,5,0,İlkbahar,35,Medium
Nohut,Kuru Gıda,Dondurucu,84,9,True,False,1.11,6,3,Kış,47,Medium
Karpuz,Meyve,Oda Sıcaklığı,3,9,True,True,2.28,2,2,Sonbahar,99,Critical
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,3,2,True,True,0.88,6,2,İlkbahar,68,High
Marul,Sebze,Oda Sıcaklığı,1,0,False,True,2.91,5,0,Kış,88,Critical
Zeytin,Kahvaltılık,Buzdolabı,52,0,False,False,3.25,6,0,Yaz,24,Low
Süt,Süt Ürünleri,Dondurucu,1,10,True,True,1.29,1,0,Kış,79,High
Zeytin,Kahvaltılık,Dondurucu,46,0,False,False,4.89,3,4,Sonbahar,0,Low
Meyve Suyu,İçecek,Dondurucu,6,9,True,True,0.56,3,0,İlkbahar,64,High
Tost Ekmeği,Fırın Ürünü,Dondurucu,5,0,False,False,1.42,2,0,Sonbahar,21,Low
Lavaş,Fırın Ürünü,Dondurucu,0,0,False,False,4.91,0,1,Yaz,31,Medium
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,-2,0,False,True,1.38,5,5,Yaz,74,High
Pişmiş Pilav,Pişmiş Yemek,Dondurucu,0,0,False,True,3.51,6,0,Yaz,80,Critical
Süt,Süt Ürünleri,Buzdolabı,3,0,False,True,0.58,2,1,Kış,42,Medium
Çilek,Meyve,Buzdolabı,-2,4,True,True,1.15,6,0,Sonbahar,100,Critical
Tost Ekmeği,Fırın Ürünü,Buzdolabı,-3,2,True,False,3.77,4,0,Kış,77,High
Salam,Et Ürünleri,Buzdolabı,0,0,False,True,4.0,4,3,Kış,66,High
Süt,Süt Ürünleri,Dondurucu,-3,0,False,True,0.32,5,3,Kış,62,High
Üzüm,Meyve,Buzdolabı,2,0,False,True,4.89,6,5,Sonbahar,60,High
Biber,Sebze,Oda Sıcaklığı,-1,0,False,True,3.08,2,4,Yaz,86,Critical
Reçel,Kahvaltılık,Oda Sıcaklığı,58,0,False,False,1.2,1,5,Kış,0,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,174,0,False,False,3.43,2,3,Sonbahar,6,Low
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,-3,0,False,True,1.55,0,1,Kış,54,Medium
Portakal,Meyve,Buzdolabı,3,0,False,False,1.35,0,5,İlkbahar,11,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,121,0,False,False,1.14,6,2,Yaz,24,Low
Kırmızı Et,Et Ürünleri,Dondurucu,2,10,True,True,3.12,5,5,Kış,85,Critical
Havuç,Sebze,Oda Sıcaklığı,5,1,True,False,0.85,2,2,Sonbahar,49,Medium
Kıyma,Et Ürünleri,Buzdolabı,2,0,False,True,2.12,6,4,Sonbahar,62,High
Balık,Et Ürünleri,Buzdolabı,1,0,False,True,2.51,6,5,Yaz,68,High
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,6,0,False,True,2.94,4,0,Yaz,69,High
Biber,Sebze,Oda Sıcaklığı,5,8,True,True,3.52,3,2,İlkbahar,100,Critical
Karpuz,Meyve,Buzdolabı,0,1,True,True,4.9,4,2,Sonbahar,88,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Dondurucu,-3,0,False,True,1.03,0,4,Yaz,48,Medium
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,18,0,False,True,4.61,4,0,Sonbahar,53,Medium
Ispanak,Sebze,Buzdolabı,5,0,False,True,2.09,5,1,İlkbahar,54,Medium
Şeker,Kuru Gıda,Dondurucu,98,10,True,False,4.35,6,0,Kış,53,Medium
Limon,Meyve,Buzdolabı,24,9,True,False,4.38,0,3,Sonbahar,31,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,1,0,False,True,3.35,5,1,Kış,64,High
Biber,Sebze,Oda Sıcaklığı,-2,2,True,True,3.88,0,0,Kış,98,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,175,6,True,False,1.3,6,5,Kış,55,Medium
Mercimek,Kuru Gıda,Dondurucu,110,0,False,False,4.17,0,5,Yaz,0,Low
Açılmış Konserve,Konserve,Buzdolabı,-3,0,False,True,3.77,3,4,Yaz,68,High
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,2,0,False,True,2.12,0,1,Sonbahar,44,Medium
Pirinç,Kuru Gıda,Buzdolabı,46,0,False,False,0.71,1,0,Yaz,4,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,24,0,False,False,0.87,3,0,Sonbahar,16,Low
Muz,Meyve,Buzdolabı,2,0,False,True,1.75,5,0,Yaz,74,High
Soğan,Sebze,Buzdolabı,24,0,False,False,3.91,1,0,Kış,4,Low
Ekmek,Fırın Ürünü,Oda Sıcaklığı,0,0,False,False,1.1,2,1,Sonbahar,51,Medium
Çorba,Pişmiş Yemek,Dondurucu,-3,1,True,True,4.11,6,5,Kış,82,Critical
Çilek,Meyve,Dondurucu,1,9,True,True,3.91,5,2,Yaz,99,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,0,9,True,True,2.82,5,3,Yaz,100,Critical
Limon,Meyve,Buzdolabı,24,0,False,False,3.56,6,0,Yaz,24,Low
Nohut,Kuru Gıda,Buzdolabı,82,0,False,False,4.43,4,1,Kış,14,Low
Reçel,Kahvaltılık,Buzdolabı,61,4,True,False,3.67,2,4,Yaz,28,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,-1,7,True,True,0.57,2,2,İlkbahar,100,Critical
Armut,Meyve,Buzdolabı,7,4,True,True,0.3,6,0,Kış,75,High
Reçel,Kahvaltılık,Oda Sıcaklığı,13,0,False,False,1.11,5,0,Yaz,24,Low
Poğaça,Fırın Ürünü,Buzdolabı,-3,2,True,True,2.92,0,1,Sonbahar,74,High
Salatalık,Sebze,Oda Sıcaklığı,2,3,True,True,1.33,4,3,Yaz,100,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,73,0,False,False,0.71,4,2,Kış,16,Low
Soğan,Sebze,Oda Sıcaklığı,3,0,False,False,4.66,3,3,İlkbahar,31,Medium
Domates,Sebze,Dondurucu,-3,0,False,True,1.09,5,5,Sonbahar,58,Medium
Karpuz,Meyve,Buzdolabı,0,0,False,True,4.03,3,0,Yaz,76,High
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,-3,0,False,True,4.76,0,0,Yaz,86,Critical
Kırmızı Et,Et Ürünleri,Dondurucu,0,0,False,True,4.61,4,1,Yaz,70,High
Reçel,Kahvaltılık,Dondurucu,71,0,False,False,2.07,0,0,Kış,0,Low
Brokoli,Sebze,Buzdolabı,-3,7,True,True,3.85,2,4,Kış,93,Critical
Armut,Meyve,Dondurucu,3,5,True,True,0.51,0,3,Sonbahar,59,Medium
Havuç,Sebze,Buzdolabı,9,7,True,False,4.2,3,1,Yaz,55,Medium
Karpuz,Meyve,Dondurucu,-2,6,True,True,4.19,0,2,Kış,81,Critical
Peynir,Süt Ürünleri,Buzdolabı,-1,9,True,True,2.06,1,2,İlkbahar,93,Critical
Kapalı Konserve,Konserve,Oda Sıcaklığı,254,0,False,False,0.81,0,3,Kış,0,Low
Ispanak,Sebze,Buzdolabı,5,3,True,True,1.08,2,3,Kış,66,High
Kırmızı Et,Et Ürünleri,Buzdolabı,1,6,True,True,2.54,1,3,Sonbahar,81,Critical
Poğaça,Fırın Ürünü,Dondurucu,-2,0,False,True,1.31,6,2,Yaz,76,High
Tavuk,Et Ürünleri,Dondurucu,3,10,True,True,1.87,3,5,Yaz,75,High
Çorba,Pişmiş Yemek,Buzdolabı,3,8,True,True,0.79,5,5,Sonbahar,83,Critical
Kıyma,Et Ürünleri,Buzdolabı,3,0,False,True,1.82,2,5,İlkbahar,34,Medium
Peynir,Süt Ürünleri,Dondurucu,0,3,True,True,0.47,1,4,Kış,72,High
Etli Yemek,Pişmiş Yemek,Buzdolabı,-3,8,True,True,0.47,5,4,Yaz,100,Critical
Salatalık,Sebze,Dondurucu,1,4,True,True,3.87,4,1,İlkbahar,80,Critical
Un,Kuru Gıda,Buzdolabı,17,1,True,False,2.19,0,0,Kış,20,Low
Salatalık,Sebze,Oda Sıcaklığı,1,0,False,True,2.89,4,5,Sonbahar,74,High
Muz,Meyve,Oda Sıcaklığı,1,1,True,True,0.76,0,2,İlkbahar,84,Critical
Un,Kuru Gıda,Oda Sıcaklığı,39,9,True,False,1.32,1,5,Yaz,35,Medium
Salam,Et Ürünleri,Buzdolabı,2,10,True,True,2.36,3,2,İlkbahar,91,Critical
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,-3,0,False,True,2.51,1,2,İlkbahar,48,Medium
Simit,Fırın Ürünü,Oda Sıcaklığı,-2,0,False,False,3.67,0,2,Yaz,41,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,-2,6,True,True,4.46,6,2,İlkbahar,100,Critical
Pişmiş Pilav,Pişmiş Yemek,Dondurucu,2,7,True,True,3.42,6,0,İlkbahar,99,Critical
Tost Ekmeği,Fırın Ürünü,Buzdolabı,3,10,True,False,2.22,6,3,Yaz,76,High
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,4,0,False,False,2.46,3,5,İlkbahar,27,Low
Lavaş,Fırın Ürünü,Dondurucu,-3,0,False,False,0.35,5,5,Kış,43,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Dondurucu,0,0,False,True,1.71,1,0,Yaz,60,High
Mercimek,Kuru Gıda,Oda Sıcaklığı,134,0,False,False,0.85,6,3,Sonbahar,22,Low
Zeytin,Kahvaltılık,Buzdolabı,26,0,False,False,3.93,4,0,Kış,16,Low
Biber,Sebze,Dondurucu,4,8,True,True,3.61,5,4,Sonbahar,77,High
Reçel,Kahvaltılık,Oda Sıcaklığı,61,0,False,False,0.4,3,3,Kış,10,Low
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,-1,0,False,True,4.97,3,1,Sonbahar,88,Critical
Domates,Sebze,Oda Sıcaklığı,5,0,False,True,4.87,6,3,Kış,76,High
Mercimek,Kuru Gıda,Dondurucu,168,0,False,False,4.13,0,2,Yaz,0,Low
Krema,Süt Ürünleri,Buzdolabı,6,0,False,True,1.23,2,2,Sonbahar,27,Low
Sucuk,Et Ürünleri,Buzdolabı,15,7,True,True,4.03,2,2,İlkbahar,56,Medium
Reçel,Kahvaltılık,Oda Sıcaklığı,40,0,False,False,1.71,3,1,İlkbahar,14,Low
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,1,10,True,True,2.46,3,4,Kış,100,Critical
Etli Yemek,Pişmiş Yemek,Dondurucu,2,6,True,True,4.11,1,4,Yaz,79,High
Nohut,Kuru Gıda,Oda Sıcaklığı,183,0,False,False,4.99,1,2,İlkbahar,4,Low
Karpuz,Meyve,Oda Sıcaklığı,-3,0,False,True,2.24,0,1,Kış,76,High
Krema,Süt Ürünleri,Oda Sıcaklığı,4,0,False,True,3.5,4,2,Sonbahar,70,High
Kırmızı Et,Et Ürünleri,Buzdolabı,4,0,False,True,2.51,6,1,Yaz,66,High
Marul,Sebze,Buzdolabı,2,4,True,True,3.69,4,5,Yaz,88,Critical
Pirinç,Kuru Gıda,Buzdolabı,10,0,False,False,4.2,3,4,Yaz,12,Low
Süt,Süt Ürünleri,Buzdolabı,-2,0,False,True,1.93,6,0,Sonbahar,80,Critical
Sucuk,Et Ürünleri,Buzdolabı,4,5,True,True,2.05,1,1,Kış,75,High
Tavuk,Et Ürünleri,Dondurucu,-1,1,True,True,3.93,3,0,Yaz,88,Critical
Tost Ekmeği,Fırın Ürünü,Dondurucu,3,2,True,False,2.39,6,4,Kış,49,Medium
Süt,Süt Ürünleri,Dondurucu,5,5,True,True,2.34,2,2,Yaz,77,High
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,3,0,False,True,1.39,1,4,Yaz,40,Medium
Un,Kuru Gıda,Oda Sıcaklığı,42,0,False,False,3.06,0,3,İlkbahar,0,Low
Açılmış Konserve,Konserve,Oda Sıcaklığı,-2,7,True,True,3.86,5,0,Kış,100,Critical
Limon,Meyve,Buzdolabı,22,0,False,False,1.28,6,5,Kış,14,Low
Ayran,Süt Ürünleri,Oda Sıcaklığı,0,0,False,True,3.71,4,5,Yaz,92,Critical
Marul,Sebze,Dondurucu,5,10,True,True,1.49,3,1,Kış,75,High
Açılmış Konserve,Konserve,Buzdolabı,2,5,True,True,0.94,1,4,Yaz,87,Critical
Balık,Et Ürünleri,Buzdolabı,0,0,False,True,4.57,6,4,Sonbahar,72,High
Zeytin,Kahvaltılık,Dondurucu,11,2,True,False,3.22,6,0,Kış,36,Medium
Kapalı Konserve,Konserve,Oda Sıcaklığı,290,4,True,False,0.41,3,4,Sonbahar,36,Medium
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,1,0,False,True,4.68,3,2,İlkbahar,46,Medium
Kıyma,Et Ürünleri,Buzdolabı,2,3,True,True,0.73,0,0,İlkbahar,74,High
Kapalı Konserve,Konserve,Buzdolabı,178,1,True,False,3.3,2,5,Kış,18,Low
Çorba,Pişmiş Yemek,Buzdolabı,2,0,False,True,2.27,4,5,Sonbahar,52,Medium
Ispanak,Sebze,Oda Sıcaklığı,1,2,True,True,4.26,5,4,İlkbahar,100,Critical
Kapalı Konserve,Konserve,Oda Sıcaklığı,51,0,False,False,2.44,2,3,Yaz,6,Low
Pirinç,Kuru Gıda,Dondurucu,-1,9,True,False,1.61,5,0,Kış,90,Critical
Lavaş,Fırın Ürünü,Buzdolabı,0,0,False,False,0.81,4,1,İlkbahar,55,Medium
Açılmış Konserve,Konserve,Buzdolabı,0,1,True,True,1.58,3,5,İlkbahar,78,High
Salam,Et Ürünleri,Buzdolabı,-2,10,True,True,1.48,2,5,İlkbahar,91,Critical
Çilek,Meyve,Oda Sıcaklığı,-1,2,True,True,4.47,0,3,Yaz,100,Critical
Marul,Sebze,Buzdolabı,-1,8,True,True,1.53,1,2,Kış,93,Critical
Simit,Fırın Ürünü,Oda Sıcaklığı,-1,10,True,False,4.62,4,4,Yaz,90,Critical
Biber,Sebze,Buzdolabı,-1,1,True,True,0.76,0,0,İlkbahar,76,High
Ispanak,Sebze,Oda Sıcaklığı,1,9,True,True,4.52,2,3,İlkbahar,100,Critical
Süt,Süt Ürünleri,Dondurucu,-1,0,False,True,2.99,4,0,Sonbahar,64,High
Şeker,Kuru Gıda,Oda Sıcaklığı,78,0,False,False,4.05,6,1,İlkbahar,26,Low
Armut,Meyve,Dondurucu,4,0,False,True,3.53,4,0,İlkbahar,44,Medium
Marul,Sebze,Oda Sıcaklığı,5,8,True,True,4.53,1,1,Sonbahar,97,Critical
Salatalık,Sebze,Buzdolabı,4,3,True,True,0.32,0,3,Sonbahar,58,Medium
Peynir,Süt Ürünleri,Buzdolabı,2,4,True,True,4.97,1,0,Kış,78,High
Makarna,Kuru Gıda,Dondurucu,48,4,True,False,0.52,4,2,İlkbahar,32,Medium
Şeker,Kuru Gıda,Dondurucu,340,0,False,False,1.22,6,3,Yaz,10,Low
Un,Kuru Gıda,Dondurucu,41,0,False,False,2.77,4,2,Yaz,4,Low
Kabak,Sebze,Dondurucu,3,0,False,True,3.91,1,0,Kış,32,Medium
Un,Kuru Gıda,Buzdolabı,19,0,False,False,4.67,2,2,İlkbahar,4,Low
Balık,Et Ürünleri,Oda Sıcaklığı,0,6,True,True,2.58,6,5,Sonbahar,100,Critical
Un,Kuru Gıda,Oda Sıcaklığı,36,0,False,False,2.08,0,1,Sonbahar,2,Low
Balık,Et Ürünleri,Buzdolabı,-1,0,False,True,3.65,0,1,Yaz,62,High
Limon,Meyve,Oda Sıcaklığı,25,4,True,False,0.77,1,0,İlkbahar,36,Medium
Salatalık,Sebze,Dondurucu,-3,0,False,True,0.85,4,3,Yaz,66,High
Nohut,Kuru Gıda,Dondurucu,128,0,False,False,4.02,1,4,Kış,0,Low
Sucuk,Et Ürünleri,Oda Sıcaklığı,1,5,True,True,3.42,3,1,Kış,100,Critical
Karpuz,Meyve,Buzdolabı,0,0,False,True,1.97,5,0,Sonbahar,76,High
Sucuk,Et Ürünleri,Buzdolabı,1,1,True,True,1.36,0,3,Yaz,68,High
Zeytin,Kahvaltılık,Buzdolabı,26,5,True,False,1.48,5,3,Sonbahar,51,Medium
Kapalı Konserve,Konserve,Oda Sıcaklığı,91,0,False,False,2.08,5,1,İlkbahar,22,Low
Havuç,Sebze,Oda Sıcaklığı,16,7,True,False,1.5,5,5,Sonbahar,51,Medium
Yoğurt,Süt Ürünleri,Buzdolabı,5,3,True,True,1.81,6,4,Yaz,88,Critical
Nohut,Kuru Gıda,Buzdolabı,82,0,False,False,0.82,0,3,Yaz,0,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,3,0,False,True,2.59,1,0,Kış,40,Medium
Şeker,Kuru Gıda,Oda Sıcaklığı,359,2,True,False,3.08,0,1,Kış,22,Low
Muz,Meyve,Dondurucu,5,0,False,True,4.2,0,3,Kış,22,Low
Çilek,Meyve,Dondurucu,-2,4,True,True,1.12,6,3,Sonbahar,94,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,15,0,False,False,1.51,6,0,Kış,28,Low
Peynir,Süt Ürünleri,Dondurucu,12,0,False,True,3.56,6,4,Kış,23,Low
Portakal,Meyve,Oda Sıcaklığı,5,0,False,False,1.22,1,3,Sonbahar,23,Low
Makarna,Kuru Gıda,Oda Sıcaklığı,209,0,False,False,4.77,1,5,İlkbahar,0,Low
Salatalık,Sebze,Dondurucu,0,0,False,True,0.51,0,0,Kış,48,Medium
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,3,0,False,True,1.31,3,0,Kış,48,Medium
Marul,Sebze,Dondurucu,3,9,True,True,0.38,4,2,Kış,77,High
Brokoli,Sebze,Buzdolabı,-3,0,False,True,3.38,2,1,İlkbahar,62,High
Etli Yemek,Pişmiş Yemek,Buzdolabı,-1,0,False,True,4.18,6,5,Sonbahar,70,High
Patates,Sebze,Oda Sıcaklığı,4,8,True,False,0.77,2,0,İlkbahar,70,High
Ayran,Süt Ürünleri,Oda Sıcaklığı,-2,2,True,True,0.45,4,5,Kış,100,Critical
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,-2,0,False,True,2.16,5,0,İlkbahar,76,High
Portakal,Meyve,Oda Sıcaklığı,10,0,False,False,0.91,1,2,İlkbahar,12,Low
Açılmış Konserve,Konserve,Dondurucu,-2,0,False,True,2.9,6,2,İlkbahar,68,High
Soğan,Sebze,Buzdolabı,9,9,True,False,1.58,3,0,Kış,57,Medium
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-2,1,True,True,1.04,6,5,Yaz,100,Critical
Meyve Suyu,İçecek,Oda Sıcaklığı,0,5,True,True,0.32,3,0,Yaz,100,Critical
Süt,Süt Ürünleri,Buzdolabı,0,4,True,True,3.09,2,0,Sonbahar,92,Critical
Poğaça,Fırın Ürünü,Dondurucu,-1,0,False,True,3.77,4,2,Kış,60,High
Yoğurt,Süt Ürünleri,Buzdolabı,8,0,False,True,4.01,0,4,Sonbahar,15,Low
Limon,Meyve,Dondurucu,21,5,True,False,4.81,6,3,Kış,47,Medium
Portakal,Meyve,Dondurucu,7,0,False,False,2.99,4,5,Kış,6,Low
Krema,Süt Ürünleri,Dondurucu,-3,3,True,True,0.67,2,1,Yaz,90,Critical
Lavaş,Fırın Ürünü,Dondurucu,2,5,True,False,4.94,5,0,Kış,80,Critical
Kaşar Peyniri,Süt Ürünleri,Dondurucu,19,7,True,True,2.11,2,1,İlkbahar,50,Medium
Un,Kuru Gıda,Dondurucu,34,0,False,False,3.39,1,5,Kış,0,Low
Armut,Meyve,Oda Sıcaklığı,9,0,False,True,1.31,3,2,Kış,53,Medium
Reçel,Kahvaltılık,Dondurucu,41,0,False,False,4.7,0,0,İlkbahar,0,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,3,0,False,True,0.5,1,0,Kış,62,High
Çilek,Meyve,Oda Sıcaklığı,0,0,False,True,1.48,6,1,Kış,100,Critical
Meyve Suyu,İçecek,Dondurucu,1,0,False,True,4.93,0,2,Kış,34,Medium
Ispanak,Sebze,Buzdolabı,3,0,False,True,4.86,4,5,Yaz,50,Medium
Elma,Meyve,Oda Sıcaklığı,14,0,False,False,0.26,5,1,Yaz,22,Low
Un,Kuru Gıda,Buzdolabı,59,0,False,False,2.14,0,0,Yaz,0,Low
Kabak,Sebze,Buzdolabı,6,5,True,True,4.03,3,0,Sonbahar,72,High
Muz,Meyve,Buzdolabı,-2,3,True,True,1.19,1,4,Yaz,88,Critical
Muz,Meyve,Dondurucu,5,0,False,True,1.73,5,1,Yaz,54,Medium
Pişmiş Makarna,Pişmiş Yemek,Oda Sıcaklığı,-2,3,True,True,3.17,2,2,Sonbahar,100,Critical
Marul,Sebze,Buzdolabı,-1,0,False,True,1.66,3,4,Sonbahar,60,High
Meyve Suyu,İçecek,Buzdolabı,2,2,True,True,0.6,2,0,Sonbahar,74,High
Balık,Et Ürünleri,Oda Sıcaklığı,-2,0,False,True,1.11,0,0,İlkbahar,78,High
Yoğurt,Süt Ürünleri,Dondurucu,1,3,True,True,2.53,5,0,Sonbahar,86,Critical
Çorba,Pişmiş Yemek,Buzdolabı,-2,5,True,True,0.43,6,2,İlkbahar,100,Critical
Mercimek,Kuru Gıda,Oda Sıcaklığı,3,0,False,False,1.13,0,5,İlkbahar,15,Low
Zeytin,Kahvaltılık,Dondurucu,8,0,False,False,4.12,5,3,Sonbahar,14,Low
Mercimek,Kuru Gıda,Buzdolabı,95,0,False,False,4.87,3,5,Yaz,2,Low
Bulgur,Kuru Gıda,Buzdolabı,121,0,False,False,1.56,4,2,Kış,12,Low
Lavaş,Fırın Ürünü,Buzdolabı,-3,3,True,False,4.72,0,2,İlkbahar,65,High
Makarna,Kuru Gıda,Buzdolabı,216,0,False,False,2.82,0,0,Kış,0,Low
Simit,Fırın Ürünü,Buzdolabı,-1,0,False,False,1.71,3,2,Yaz,49,Medium
Biber,Sebze,Buzdolabı,1,0,False,True,2.04,6,1,Sonbahar,68,High
Kıyma,Et Ürünleri,Buzdolabı,2,0,False,True,2.55,6,3,Sonbahar,64,High
Muz,Meyve,Buzdolabı,-1,3,True,True,3.42,0,5,Yaz,82,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,22,10,True,False,2.15,1,1,Yaz,43,Medium
Reçel,Kahvaltılık,Dondurucu,49,0,False,False,3.21,4,1,Sonbahar,6,Low
